start,end,today,deviceid,store_gps:Latitude,store_gps:Longitude,store_gps:Altitude,store_gps:Accuracy,Image,Shelter,Lighting,CCTV,Type,Capacity,meta:instanceID
Wed Oct 16 09:07:52 UTC 2019,Wed Oct 16 09:08:43 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.62000666,-1.12520944,124,6.432,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Ab36ef339-79c9-45c4-9ecc-e13e95dc799e%5D%2FImage,Yes,No,No,U Stand,20,uuid:b36ef339-79c9-45c4-9ecc-e13e95dc799e
Wed Oct 16 09:09:45 UTC 2019,Wed Oct 16 09:10:35 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.62020761,-1.12604267,126,6.432,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A69fcd3e2-54e5-410d-84c3-e2f362aaa489%5D%2FImage,Yes,Yes,No,U Stand,16,uuid:69fcd3e2-54e5-410d-84c3-e2f362aaa489
Wed Oct 16 09:11:19 UTC 2019,Wed Oct 16 09:12:01 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.62006877,-1.12614582,142,7.504,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A97a4f1c5-6eaf-45f8-89f8-ead9d20263a3%5D%2FImage,Yes,Yes,No,Other,5,uuid:97a4f1c5-6eaf-45f8-89f8-ead9d20263a3
Wed Oct 16 09:19:18 UTC 2019,Wed Oct 16 09:20:07 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.62496949,-1.11984781,133,4.288,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A01dbbc8a-8a6e-4080-a165-ccca1414331f%5D%2FImage,No,Yes,No,U Stand,10,uuid:01dbbc8a-8a6e-4080-a165-ccca1414331f
Wed Oct 16 09:21:31 UTC 2019,Wed Oct 16 09:22:26 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.6252356,-1.12159997,134,9.648001,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Acc81b6d9-a3a3-4150-bb85-6eb812479a9a%5D%2FImage,No,Yes,No,U Stand,10,uuid:cc81b6d9-a3a3-4150-bb85-6eb812479a9a
Wed Oct 16 09:26:40 UTC 2019,Wed Oct 16 09:27:23 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.62715759,-1.12238633,112,4.288,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A278949e4-2c00-4c00-b0c4-00f09040dbe6%5D%2FImage,No,Yes,Yes,Other,6,uuid:278949e4-2c00-4c00-b0c4-00f09040dbe6
Wed Oct 16 09:31:26 UTC 2019,Wed Oct 16 09:32:01 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.62874505,-1.12452361,91,7.504,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Ad748806f-341c-4741-bbfa-bded45865f04%5D%2FImage,No,No,No,U Stand,8,uuid:d748806f-341c-4741-bbfa-bded45865f04
Wed Oct 16 09:38:04 UTC 2019,Wed Oct 16 09:39:04 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63231284,-1.12689164,112,9.648001,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Aef969c0a-a891-456a-9c09-b87f908031f8%5D%2FImage,No,Yes,No,U Stand,6,uuid:ef969c0a-a891-456a-9c09-b87f908031f8
Wed Oct 16 09:39:35 UTC 2019,Wed Oct 16 09:40:30 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63246009,-1.12721924,150,8.576,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Af4c46633-4d72-4a03-9d88-25700207bff1%5D%2FImage,No,Yes,Yes,U Stand,2,uuid:f4c46633-4d72-4a03-9d88-25700207bff1
Wed Oct 16 09:41:12 UTC 2019,Wed Oct 16 09:42:02 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.6326226,-1.12775501,134,6.432,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A8e69af94-1e25-439b-a56e-c4f5ae77be9a%5D%2FImage,No,Yes,No,U Stand,4,uuid:8e69af94-1e25-439b-a56e-c4f5ae77be9a
Wed Oct 16 09:46:07 UTC 2019,Wed Oct 16 09:46:52 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63249698,-1.12963422,110,9.648001,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Af79059ae-d9bd-4408-95c3-53dbaf8cbc0f%5D%2FImage,No,Yes,No,U Stand,8,uuid:f79059ae-d9bd-4408-95c3-53dbaf8cbc0f
Wed Oct 16 09:47:33 UTC 2019,Wed Oct 16 09:48:19 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63302175,-1.12896262,110,5.36,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A10772873-b6f0-42d2-a776-f3cf04fc5c25%5D%2FImage,No,Yes,No,U Stand,4,uuid:10772873-b6f0-42d2-a776-f3cf04fc5c25
Wed Oct 16 09:48:36 UTC 2019,Wed Oct 16 09:49:35 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63305932,-1.12929341,119,6.432,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Aaf9102f4-e683-4a7d-aac9-10e557676c99%5D%2FImage,No,Yes,No,U Stand,6,uuid:af9102f4-e683-4a7d-aac9-10e557676c99
Wed Oct 16 09:50:43 UTC 2019,Wed Oct 16 09:51:56 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63334434,-1.1302228,125,9.648001,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A3de6b29b-12b7-4e09-8cb6-be156b0792b3%5D%2FImage,No,Yes,No,U Stand,8,uuid:3de6b29b-12b7-4e09-8cb6-be156b0792b3
Wed Oct 16 09:52:26 UTC 2019,Wed Oct 16 09:53:12 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63343054,-1.13040328,127,8.576,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Ac7b712a2-3e98-4f9e-b3e8-e27b918f5960%5D%2FImage,No,Yes,No,U Stand,4,uuid:c7b712a2-3e98-4f9e-b3e8-e27b918f5960
Wed Oct 16 09:53:26 UTC 2019,Wed Oct 16 09:54:22 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63382892,-1.13078352,108,8.576,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A1330bae9-3572-4754-8169-1657b83278b4%5D%2FImage,No,Yes,No,U Stand,10,uuid:1330bae9-3572-4754-8169-1657b83278b4
Wed Oct 16 09:55:47 UTC 2019,Wed Oct 16 09:56:41 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63312874,-1.13284017,117,8.576,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Aef12cc3d-8765-475c-94f5-12522d710f14%5D%2FImage,No,Yes,No,U Stand,8,uuid:ef12cc3d-8765-475c-94f5-12522d710f14
Wed Oct 16 09:57:44 UTC 2019,Wed Oct 16 09:59:46 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63349402,-1.13328451,109,6.432,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A79800b3a-2a0b-4fe7-a5fe-c229264d422b%5D%2FImage,No,Yes,No,U Stand,4,uuid:79800b3a-2a0b-4fe7-a5fe-c229264d422b
Wed Oct 16 10:00:26 UTC 2019,Wed Oct 16 10:01:10 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63351568,-1.13337751,109,6.432,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A826a8e82-9d2d-465e-8475-2dc551767b19%5D%2FImage,No,Yes,No,U Stand,4,uuid:826a8e82-9d2d-465e-8475-2dc551767b19
Wed Oct 16 10:02:01 UTC 2019,Wed Oct 16 10:02:49 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.6336441,-1.13323059,105,6.432,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Af49eef0e-00cf-48f5-b6b0-4b5849971679%5D%2FImage,No,Yes,No,U Stand,6,uuid:f49eef0e-00cf-48f5-b6b0-4b5849971679
Wed Oct 16 10:04:15 UTC 2019,Wed Oct 16 10:08:04 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63241464,-1.13263933,126,9.648001,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A31f68cb3-4281-456e-9a1d-1493cec29ff3%5D%2FImage,No,Yes,No,U Stand,8,uuid:31f68cb3-4281-456e-9a1d-1493cec29ff3
Wed Oct 16 10:09:46 UTC 2019,Wed Oct 16 10:10:40 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63118927,-1.13227531,122,6.432,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A61311aac-5881-4c63-a94c-e3d63ef0cf80%5D%2FImage,No,Yes,No,U Stand,10,uuid:61311aac-5881-4c63-a94c-e3d63ef0cf80
Wed Oct 16 10:13:04 UTC 2019,Wed Oct 16 10:13:52 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63144236,-1.13473902,105,7.504,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A963839bd-5689-4924-a7c4-573e8ae7b512%5D%2FImage,No,Yes,Yes,U Stand,16,uuid:963839bd-5689-4924-a7c4-573e8ae7b512
Wed Oct 16 10:16:14 UTC 2019,Wed Oct 16 10:17:08 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63324563,-1.13525848,114,7.504,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A8b8fd6bb-a1d1-4bab-8bd6-4ba040c11115%5D%2FImage,No,Yes,No,U Stand,10,uuid:8b8fd6bb-a1d1-4bab-8bd6-4ba040c11115
Wed Oct 16 10:17:47 UTC 2019,Wed Oct 16 10:18:46 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63304317,-1.13529777,119,5.36,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Af6bd02e6-6105-4681-b826-58698147b909%5D%2FImage,No,Yes,No,U Stand,8,uuid:f6bd02e6-6105-4681-b826-58698147b909
Wed Oct 16 10:18:53 UTC 2019,Wed Oct 16 10:20:00 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63280221,-1.13561924,116,7.504,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A979bf19a-7157-4d6e-9df6-05b9fa841d80%5D%2FImage,No,Yes,No,U Stand,6,uuid:979bf19a-7157-4d6e-9df6-05b9fa841d80
Wed Oct 16 10:20:43 UTC 2019,Wed Oct 16 10:21:33 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63257522,-1.13621062,114,7.504,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A2f56b66e-1b89-496d-82be-d6955f28e0ab%5D%2FImage,No,Yes,No,U Stand,12,uuid:2f56b66e-1b89-496d-82be-d6955f28e0ab
Wed Oct 16 10:22:26 UTC 2019,Wed Oct 16 10:23:23 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63233061,-1.13730633,121,9.648001,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A9f365b7c-314a-4799-9a6a-f12f82f14232%5D%2FImage,No,Yes,No,U Stand,6,uuid:9f365b7c-314a-4799-9a6a-f12f82f14232
Wed Oct 16 10:24:59 UTC 2019,Wed Oct 16 10:25:58 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63334374,-1.13592794,120,8.576,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Aec7c89e5-0806-4a00-8339-335e0b948597%5D%2FImage,No,No,No,U Stand,2,uuid:ec7c89e5-0806-4a00-8339-335e0b948597
Wed Oct 16 10:59:43 UTC 2019,Wed Oct 16 11:00:23 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63664859,-1.13974347,142,7.504,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Ac9332552-60e9-4599-a9a2-f3e58df4f666%5D%2FImage,No,Yes,No,U Stand,10,uuid:c9332552-60e9-4599-a9a2-f3e58df4f666
Wed Oct 16 11:01:51 UTC 2019,Wed Oct 16 11:02:37 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63776246,-1.13749235,130,5.36,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A6aadbaa9-4c06-4ab5-91e5-eb00ee3253f3%5D%2FImage,No,Yes,No,U Stand,6,uuid:6aadbaa9-4c06-4ab5-91e5-eb00ee3253f3
Wed Oct 16 11:02:40 UTC 2019,Wed Oct 16 11:03:40 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.6379083,-1.13760466,89,5.36,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Aeb33527b-2533-4423-98e6-bc6683b91661%5D%2FImage,No,Yes,No,U Stand,8,uuid:eb33527b-2533-4423-98e6-bc6683b91661
Wed Oct 16 11:06:09 UTC 2019,Wed Oct 16 11:07:00 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63777606,-1.13440869,106,6.432,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Ab20966a1-c093-478b-9963-383573d30dad%5D%2FImage,No,Yes,No,U Stand,2,uuid:b20966a1-c093-478b-9963-383573d30dad
Wed Oct 16 11:09:27 UTC 2019,Wed Oct 16 11:10:15 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63854311,-1.13170317,101,7.504,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Af2d6f880-1194-41f1-a71f-990b89a9e65f%5D%2FImage,No,Yes,No,U Stand,6,uuid:f2d6f880-1194-41f1-a71f-990b89a9e65f
Wed Oct 16 11:10:22 UTC 2019,Wed Oct 16 11:10:56 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63830706,-1.13169997,106,7.504,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A9ffc0ca8-55ce-42fb-8d0c-9870483a3c5f%5D%2FImage,No,Yes,Yes,U Stand,8,uuid:9ffc0ca8-55ce-42fb-8d0c-9870483a3c5f
Wed Oct 16 11:11:14 UTC 2019,Wed Oct 16 11:11:52 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63804065,-1.13179405,110,4.288,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A82165e5d-d57b-4704-8afb-8c33b1097304%5D%2FImage,No,Yes,Yes,U Stand,10,uuid:82165e5d-d57b-4704-8afb-8c33b1097304
Wed Oct 16 11:14:47 UTC 2019,Wed Oct 16 11:15:33 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63793089,-1.12744256,111,6.432,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A99fbf98c-2b2e-4760-8305-2959169c7502%5D%2FImage,No,Yes,No,U Stand,6,uuid:99fbf98c-2b2e-4760-8305-2959169c7502
Wed Oct 16 11:16:03 UTC 2019,Wed Oct 16 11:16:40 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63857162,-1.12739912,118,6.432,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A346a11f9-6f6c-498a-9452-886eafe65b06%5D%2FImage,No,Yes,No,U Stand,8,uuid:346a11f9-6f6c-498a-9452-886eafe65b06
Wed Oct 16 11:24:40 UTC 2019,Wed Oct 16 11:25:30 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.64202344,-1.12948263,104,6.432,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A0519845c-be91-4a6e-8069-07664e1d5306%5D%2FImage,No,Yes,No,U Stand,32,uuid:0519845c-be91-4a6e-8069-07664e1d5306
Wed Oct 16 11:36:22 UTC 2019,Wed Oct 16 11:37:03 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63652614,-1.1329218,95,5.36,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Aa58bbafb-e352-4936-a4e2-4a3ea4107d83%5D%2FImage,No,Yes,No,U Stand,4,uuid:a58bbafb-e352-4936-a4e2-4a3ea4107d83
Wed Oct 16 11:40:34 UTC 2019,Wed Oct 16 11:41:35 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63819512,-1.13873889,136,9.648001,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A6a2b0c84-09f7-4525-856d-d7be5aecfe2a%5D%2FImage,No,Yes,Yes,U Stand,44,uuid:6a2b0c84-09f7-4525-856d-d7be5aecfe2a
Wed Oct 16 11:42:37 UTC 2019,Wed Oct 16 11:43:20 UTC 2019,Wed Oct 16 00:00:00 UTC 2019,8.63664E+14,52.63771247,-1.13979256,124,8.576,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Aeb60c937-cced-4c03-9324-1ad1ac040360%5D%2FImage,No,Yes,Yes,U Stand,10,uuid:eb60c937-cced-4c03-9324-1ad1ac040360
